factors	hsq	SE	zscore	pval	qvalues
pwy266_pc5	1e-06	1.301651	7.68255085272473e-07	0.999999387021129	0.999999495060585
pwy267_pc1	0.848877	1.063586	0.798127278847221	0.4247966327134	0.999999495060585
pwy267_pc2	0.999999	1.116802	0.895412973830634	0.37056636784087	0.999999495060585
pwy267_pc3	0.143527	1.196308	0.119974956282161	0.904502986630771	0.999999495060585
pwy267_pc4	0.394803	1.065994	0.37036137163999	0.711113251610515	0.999999495060585
pwy267_pc5	1e-06	1.133153	8.82493361443688e-07	0.999999295872172	0.999999495060585
pwy268_pc1	0.75354	1.257215	0.599372422378034	0.548924562835336	0.999999495060585
pwy268_pc2	0.999999	1.141776	0.875827657964434	0.381123731811886	0.999999495060585
pwy268_pc3	1e-06	1.125506	8.88489266161176e-07	0.999999291088132	0.999999495060585
pwy268_pc4	0.606429	1.389994	0.436281739345637	0.662632329019901	0.999999495060585
pwy268_pc5	1e-06	0.901302	1.10950602572723e-06	0.999999114742272	0.999999495060585
pwy269_pc1	0.999999	1.271753	0.786315424457422	0.431682718232003	0.999999495060585
pwy269_pc2	0.264364	1.351358	0.195628397508284	0.844901031727366	0.999999495060585
pwy269_pc3	0.999999	0.917815	1.08954309964426	0.275914459489898	0.999999495060585
pwy269_pc4	1e-06	1.301949	7.68079241199156e-07	0.999999387161432	0.999999495060585
pwy269_pc5	0.382721	1.16649	0.328096254575693	0.742838885812651	0.999999495060585
pwy27_pc1	0.999999	1.337312	0.747767910554904	0.454600160882338	0.999999495060585
pwy27_pc2	1e-06	0.894478	1.11797048110742e-06	0.999999107988614	0.999999495060585
pwy27_pc3	0.136354	1.463436	0.0931738729947876	0.925765430408073	0.999999495060585
pwy27_pc4	0.999999	1.060467	0.942979838127919	0.345691215734546	0.999999495060585
pwy27_pc5	0.06818	1.183052	0.0576306028813611	0.954042872601785	0.999999495060585
pwy270_pc1	1e-06	1.352733	7.39244181963477e-07	0.999999410168481	0.999999495060585
pwy270_pc2	0.999999	1.295595	0.771845368344274	0.440206017508537	0.999999495060585
pwy270_pc3	0.999999	1.174254	0.851603656449116	0.394434109503315	0.999999495060585
pwy270_pc4	1e-06	1.380625	7.24309642372114e-07	0.999999422084519	0.999999495060585
pwy270_pc5	1e-06	1.395272	7.16706133284406e-07	0.999999428151242	0.999999495060585
