factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting pval_in_resampling IVW_estimate IVW_pval IVW_resampling_pval
height_pwy323_pc1 2 2 0.783 0.023 0.619 0.0182684388706163 5.11213909983258e-05 0.69
height_pwy324_pc5 3 3 0 0.078 0 0.0780057831158451 1.27856322777156e-26 0.369
height_pwy325_pc2 2 0 0.141 0.099 0.26 0.107192831939124 3.79297278103631e-64 0.08
height_pwy325_pc3 3 0 0.108 -0.057 0.106 -0.0701029867659551 6.91243549582196e-45 0.16
height_pwy325_pc4 9 0 0.187 -0.015 0.177 -0.0227197412914563 0.0248641290403456 0.082
height_pwy325_pc5 5 0 0.541 0.024 0.558 0.0617561085525823 0.0477358274952737 0.141
height_pwy326_pc3 3 3 0.73 0.021 0.676 0.0361701673031623 1.82245233603331e-10 0.51
height_pwy326_pc4 10 0 0.139 0.015 0.147 0.0212734905259921 0.0144834975873481 0.07
height_pwy45_pc1 2 2 0.077 -0.109 0.172 -0.109676049540868 1.03204854700928e-25 0.494
height_pwy50_pc1 2 2 0.116 -0.189 0.194 -0.175123109758874 1.83623505506916e-55 0.125
height_pwy51_pc2 2 2 0.004 0.095 0.002 0.0949342238763142 2.26951181620059e-18 0.325
height_pwy55_pc4 2 2 0.282 0.089 0.431 0.0847188919485619 1.87096701999999e-54 0.149
height_pwy57_pc4 2 2 0.993 0.001 0.979 -0.00420481757303887 0.628489367523695 0.934
height_pwy58_pc2 2 2 0.523 0.053 0.52 0.00785279003611376 0.264320543214732 0.935
height_pwy68_pc3 2 2 0.072 -0.08 0.121 -0.0751164016400259 1.3931700365894e-20 0.428
height_pwy72_pc5 2 2 0.016 -0.085 0.031 -0.084696097763382 1.78649006064225e-18 0.546
height_pwy77_pc3 2 2 0.015 -0.078 0.024 -0.0768970051442859 4.80225799269859e-18 0.532
height_pwy78_pc5 2 2 0.056 -0.046 0.086 -0.044189023094062 6.56016407671025e-22 0.414
height_pwy84_pc2 2 2 0.966 0.004 0.932 0.00389895588618451 0.593132261959555 0.946
height_pwy87_pc5 4 4 0.905 0.004 0.901 0.010220108447683 0.750915510290948 0.762
height_pwy91_pc1 2 2 0.907 -0.016 0.801 -0.00241924043195368 0.845071102571071 0.986
height_pwy91_pc3 2 2 0.056 -0.116 0.134 -0.115451521497958 8.72314270910333e-24 0.5
LDL_pwy11_pc3 2 2 0.133 -0.283 0.258 -0.275456831184888 4.52311080381797e-24 0.606
LDL_pwy113_pc3 2 2 0.04 0.276 0.057 0.289880715914649 2.52446390216664e-29 0.43
LDL_pwy113_pc5 2 2 0.95 -0.036 0.924 0.199743649203159 5.76397581203647e-10 0.659
LDL_pwy114_pc5 3 3 0.072 -0.357 0.146 -0.36128670446704 7.83608095503196e-59 0.371
LDL_pwy118_pc5 3 3 0.102 -1.418 0.118 -0.731767979216774 8.29074349821111e-250 0.068
LDL_pwy123_pc1 2 0 0.091 0.486 0.163 0.472051018962834 1.89132323254903e-24 0.494
LDL_pwy124_pc3 2 2 0.059 -0.584 0.076 -0.52603338610306 1.89427720428822e-35 0.365
LDL_pwy126_pc5 3 3 0.916 -0.023 0.937 0.10891264932884 4.62363521553407e-06 0.735
LDL_pwy138_pc5 2 2 0.164 -1.296 0.144 -0.762682374963904 5.24131559180216e-93 0.076
LDL_pwy144_pc4 2 2 0.007 0.444 0.005 0.439976457140323 1.65933169135228e-28 0.437
LDL_pwy151_pc5 2 2 0.111 0.487 0.117 0.395080708027992 1.16550857488636e-25 0.448
LDL_pwy160_pc3 2 2 0.979 -0.018 0.949 0.019580856662516 0.677925825512556 0.97
LDL_pwy180_pc5 2 2 0.339 0.706 0.418 0.635477633094088 8.57524527871388e-115 0.171
LDL_pwy190_pc5 2 2 0.766 -0.11 0.645 0.0215362084117897 0.52556967624538 0.943
LDL_pwy193_pc5 3 0 0.288 0.042 0.302 0.0365458159744483 1.03852733633129e-15 0.586
LDL_pwy202_pc4 3 3 0.576 -0.107 0.568 -0.0789574345328356 0.00160781515591793 0.863
LDL_pwy208_pc2 2 2 0.061 -0.246 0.083 -0.23175138868768 2.47713042944434e-18 0.465
LDL_pwy209_pc1 4 4 0.344 0.318 0.323 0.222303840469719 0.470589864975576 0.535
LDL_pwy236_pc5 2 2 0.788 -0.077 0.707 0.0297835745249436 0.181459085021661 0.929
LDL_pwy238_pc3 4 0 0.018 -0.221 0.029 -0.205481187484012 3.70794488840379e-06 0.029
LDL_pwy238_pc5 3 0 0.345 -0.035 0.326 -0.0299116892510873 3.50634935796426e-13 0.611
LDL_pwy240_pc4 2 2 0.669 -0.419 0.535 -0.162545183795353 1.12870786746827e-08 0.584
LDL_pwy266_pc1 2 2 0.026 0.407 0.047 0.408809656356249 1.93813516398667e-29 0.438
LDL_pwy282_pc5 2 0 0.103 -0.349 0.177 -0.326089892691066 3.68242682767209e-27 0.508
LDL_pwy29_pc2 2 2 0.723 -0.117 0.668 -0.0578356714067672 0.0244748977333397 0.829
LDL_pwy297_pc2 2 2 0.954 -0.015 0.905 -0.00470671089914706 0.80360925938788 0.983
LDL_pwy302_pc1 2 2 0.804 -0.129 0.719 -0.0693310973559092 0.110670465526755 0.885
LDL_pwy31_pc5 2 2 0.099 -0.507 0.156 -0.476284695077072 1.75283082513992e-57 0.174
LDL_pwy310_pc1 3 3 0.857 0.063 0.877 0.123743214286988 0.000440955302222869 0.858
LDL_pwy320_pc3 2 0 0.231 -0.046 0.379 -0.0409630010939 2.70799663375463e-23 0.53
LDL_pwy321_pc2 2 0 0.012 0.162 0.036 0.162222413183162 2.39903761020941e-20 0.603
LDL_pwy321_pc5 3 0 0.332 -0.04 0.326 -0.033580720894793 8.59829762878244e-14 0.61
LDL_pwy322_pc4 2 0 0.303 -0.223 0.426 -0.194216372554926 2.62736930925864e-21 0.576
LDL_pwy325_pc2 2 0 0.014 -0.168 0.038 -0.168070333337835 2.40995417106635e-20 0.601
LDL_pwy325_pc3 2 0 0.231 -0.222 0.379 -0.198579305236976 2.69858369959584e-23 0.53
LDL_pwy325_pc4 3 0 0.34 -0.038 0.333 -0.0319423148900156 1.67355186400881e-13 0.616
LDL_pwy325_pc5 2 0 0.103 0.134 0.181 0.127918774659028 5.60496414945667e-26 0.487
LDL_pwy326_pc3 4 0 0.003 0.226 0.011 0.220872958381345 3.73721086518164e-19 0.01
LDL_pwy326_pc4 3 0 0.33 0.035 0.319 0.0300408483686203 7.33127564308246e-14 0.608
LDL_pwy328_pc1 3 3 0.811 0.129 0.832 0.416175007777491 2.69857546336002e-52 0.232
LDL_pwy329_pc3 2 2 0.435 0.737 0.488 0.188286760359091 8.0198666602329e-13 0.293
LDL_pwy331_pc4 2 0 0.048 0.257 0.066 0.252004947790392 1.96767262712538e-30 0.396
LDL_pwy331_pc5 2 0 0.145 -0.219 0.277 -0.204073364358062 2.96758630777242e-25 0.502
LDL_pwy39_pc2 3 3 0.6 -0.089 0.596 -0.0950949235116672 1.11544447209324e-08 0.755
LDL_pwy39_pc3 3 3 0.527 -0.155 0.485 -0.133143519405619 2.33398375192297e-09 0.744
LDL_pwy44_pc5 2 2 0.079 0.341 0.135 0.342672936808557 1.23687249600958e-23 0.391
LDL_pwy50_pc3 2 2 0.113 0.617 0.15 0.51671283390586 1.5378835370508e-41 0.264
LDL_pwy62_pc4 3 3 0.077 -0.301 0.14 -0.282939429831685 2.02162789213639e-68 0.32
LDL_pwy62_pc5 3 3 0.029 0.147 0.044 0.141244444838976 2.6328327638929e-71 0.297
LDL_pwy63_pc3 2 2 0.38 0.641 0.494 0.600929961021592 1.01906603754197e-116 0.049
LDL_pwy64_pc3 2 2 0.015 -0.385 0.02 -0.387349756131801 5.05594843169413e-27 0.357
LDL_pwy84_pc2 2 2 0.255 0.161 0.298 0.160898050495366 3.11007619373399e-21 0.604
LDL_pwy85_pc4 2 2 0.397 0.097 0.488 0.0636619445997367 6.07428683790949e-23 0.588
lymph_pwy101_pc4 2 0 0.256 0.627 0.396 0.616994416115892 1.19199427144145e-93 0.026
lymph_pwy115_pc5 2 2 0.046 0.344 0.075 0.340960123133019 4.20228391371844e-33 0.296
lymph_pwy13_pc1 2 2 0.026 0.234 0.021 0.227890976299422 3.12551543976625e-21 0.309
lymph_pwy145_pc1 2 2 0.888 0.06 0.812 0.0122994986011836 0.753414010104281 0.96
lymph_pwy15_pc3 3 0 0.351 0.077 0.345 0.0386846427895003 0.00101709260412907 0.775
lymph_pwy154_pc2 2 2 0.039 0.285 0.08 0.284333816569704 1.42896922450013e-21 0.542
lymph_pwy156_pc5 2 0 0.042 -0.333 0.066 -0.332032881121614 3.31434093085754e-120 0.012
lymph_pwy163_pc2 2 2 0.706 -0.172 0.572 -0.0712908456091838 0.0161644929586287 0.774
lymph_pwy167_pc2 2 2 0.235 0.305 0.381 0.318890359615347 1.23015231170844e-46 0.251
lymph_pwy172_pc5 2 2 0.517 -0.255 0.518 -0.127285006815422 9.54320127433083e-11 0.598
lymph_pwy183_pc1 2 2 0.057 -0.389 0.1 -0.382947298506472 1.88780174017095e-40 0.225
lymph_pwy189_pc3 2 2 0.93 -0.028 0.879 0.0209013099382688 0.478404996889824 0.853
lymph_pwy193_pc2 3 0 0.395 0.297 0.377 0.238023517239728 1.82821906746353e-33 0.298
lymph_pwy193_pc5 6 0 0.676 -0.018 0.695 -0.0389451296661659 0.295716710682208 0.393
lymph_pwy194_pc3 2 2 0.009 -0.312 0.025 -0.313368848665343 3.08002425044901e-18 0.266
lymph_pwy199_pc3 3 3 0.008 -0.309 0.019 -0.324203348794598 8.20627622098159e-35 0.268
lymph_pwy202_pc5 2 2 0.897 -0.027 0.834 0.00293311223133736 0.885047808572321 0.98
lymph_pwy212_pc2 3 3 0.001 0.574 0.001 0.574103300506554 3.0176824299978e-134 0.002
lymph_pwy216_pc1 2 2 0.48 0.195 0.469 -0.112511919488292 6.78892102469565e-05 0.775
lymph_pwy224_pc1 3 3 0.354 -0.278 0.346 -0.304684718713496 7.13398316025404e-23 0.286
lymph_pwy238_pc2 2 0 0.133 -0.28 0.228 -0.295440445546127 1.45939655912495e-65 0.125
lymph_pwy238_pc3 2 0 0.977 0.015 0.938 0.0740273573995287 0.000216889134488583 0.702
lymph_pwy238_pc5 8 0 0.206 0.043 0.19 0.0466839102288686 0.106883149003663 0.194
lymph_pwy241_pc2 2 0 0.962 -0.017 0.941 -0.0091772219864429 0.750055072839454 0.972
lymph_pwy246_pc3 2 2 0.02 -0.273 0.039 -0.274654394902058 4.02096661152389e-30 0.36
lymph_pwy262_pc4 2 2 0.601 0.115 0.584 -0.0135575954798621 0.460151623588141 0.969
lymph_pwy293_pc5 4 4 0.32 -0.199 0.302 -0.0343088555083538 0.894921524341454 0.912
lymph_pwy299_pc3 2 2 0.022 0.228 0.027 0.222304099222662 3.97446193604056e-18 0.351
lymph_pwy306_pc5 3 3 0.214 0.31 0.18 0.064801254197431 0.00485327787524087 0.751
lymph_pwy320_pc3 7 0 0.305 0.037 0.262 0.0372198004936074 0.226551257565335 0.357
lymph_pwy321_pc2 5 5 0.004 0.191 0.002 0.260211115498173 2.82237959325023e-08 0.003
lymph_pwy321_pc5 8 0 0.52 0.025 0.49 0.0429069177684838 0.211966011689195 0.263
lymph_pwy322_pc4 2 0 0.704 0.131 0.571 0.132720287198052 3.95426013868773e-16 0.605
lymph_pwy323_pc3 2 2 0.044 0.324 0.057 0.345123478467791 3.55184890060781e-68 0.015
lymph_pwy323_pc5 4 0 0.002 -0.43 0.005 -0.425759803358575 3.26075320510153e-20 0.005
lymph_pwy325_pc2 3 3 0.016 -0.239 0.042 -0.249876812264255 1.82910435963233e-85 0.095
lymph_pwy325_pc3 2 0 0.916 0.056 0.834 0.115787850272359 2.25900654125729e-08 0.656
lymph_pwy325_pc4 8 0 0.229 0.045 0.213 0.048954360413202 0.121232465248073 0.221
lymph_pwy325_pc5 8 0 0.142 -0.096 0.133 -0.118199572812734 0.0797479669297908 0.121
lymph_pwy326_pc2 2 2 0.009 -0.265 0.015 -0.263473185761934 2.07873018584155e-44 0.212
lymph_pwy326_pc3 2 2 0.856 -0.059 0.811 0.108751333176996 9.54360978784974e-08 0.633
lymph_pwy326_pc4 8 0 0.214 -0.041 0.199 -0.0449085034795567 0.117750036897851 0.208
lymph_pwy326_pc5 3 0 0.028 -0.235 0.029 -0.244314044055356 1.44679902485657e-43 0.047
lymph_pwy331_pc1 3 0 0.656 -0.095 0.693 0.127928405086372 3.64030548383461e-08 0.625
lymph_pwy331_pc4 7 7 0.054 0.224 0.05 0.0393609343702882 0.767866044098062 0.798
lymph_pwy331_pc5 4 0 0.162 -0.436 0.176 -0.298501137656669 0.362950609698607 0.43
lymph_pwy36_pc3 2 2 0.195 -0.312 0.329 -0.280836674527579 1.38321584622491e-28 0.389
lymph_pwy43_pc1 2 2 0.043 0.477 0.055 0.500992015212692 4.00582127925275e-54 0.026
lymph_pwy48_pc3 3 0 0.623 0.14 0.579 -0.024770895444947 0.110783823853382 0.866
lymph_pwy48_pc4 2 0 0.657 0.282 0.513 0.0402621942265361 0.0996760592675829 0.937
lymph_pwy50_pc4 2 2 0.225 -0.689 0.302 -0.600613275722296 6.99831364034897e-91 0.067
lymph_pwy55_pc4 2 2 0.001 -0.25 0 -0.250338438855407 1.97037281187204e-21 0.424
lymph_pwy6_pc3 2 2 0.141 -0.368 0.189 -0.249128628353971 9.4570484200395e-16 0.427
lymph_pwy65_pc3 3 3 0.19 -0.2 0.152 -0.0781920996278525 0.00138565003385886 0.736
lymph_pwy70_pc1 3 3 0.102 -0.255 0.087 -0.114617136023635 8.04284534647067e-05 0.689
lymph_pwy71_pc2 3 3 0.676 -0.092 0.652 0.087367956818933 0.000681395659391165 0.735
lymph_pwy86_pc5 4 0 0.035 0.205 0.063 0.211938186930145 0.000150286047709449 0.074
lymph_pwy90_pc2 3 3 0.906 -0.029 0.909 0.0644739537253327 0.00552574871440626 0.686
myeloid_wbc_pwy102_pc5 2 2 0.981 0.009 0.954 0.00475621172177524 0.900673018827064 0.982
myeloid_wbc_pwy108_pc5 2 2 0.414 -0.669 0.454 -0.852733532641134 1.44637917892389e-170 0.032
myeloid_wbc_pwy111_pc4 2 2 0.001 0.34 0.003 0.340296953814395 6.9231657379294e-32 0.254
myeloid_wbc_pwy130_pc1 2 2 0.001 0.365 0 0.364223797303616 6.54546798090179e-22 0.273
myeloid_wbc_pwy138_pc3 2 2 0.56 0.179 0.52 0.0207245611010474 0.466443695521527 0.971
myeloid_wbc_pwy14_pc2 4 4 0.742 0.068 0.727 0.0501306205777777 0.780514622332909 0.796
myeloid_wbc_pwy147_pc2 3 3 0.038 0.297 0.076 0.329220770840697 2.5483866561434e-33 0.273
myeloid_wbc_pwy156_pc5 2 0 0.027 -0.219 0.025 -0.221813523731783 4.26319513773137e-49 0.158
myeloid_wbc_pwy169_pc1 2 2 0.648 0.203 0.593 0.0142698328845315 0.69205726625415 0.968
myeloid_wbc_pwy171_pc4 2 2 0.108 0.337 0.119 0.292254551271929 6.04269385772972e-27 0.252
myeloid_wbc_pwy174_pc2 2 0 0.165 -0.33 0.289 -0.355350128304459 1.01671636151674e-62 0.139
myeloid_wbc_pwy174_pc4 3 3 0.012 0.26 0.036 0.251251235158021 7.16104614742451e-39 0.295
myeloid_wbc_pwy193_pc2 4 4 0.511 0.133 0.496 0.110653579426831 0.54286457697524 0.567
myeloid_wbc_pwy193_pc4 3 0 0.201 0.173 0.231 0.19877732980546 1.34814918500833e-58 0.156
myeloid_wbc_pwy193_pc5 8 0 0 -0.052 0.001 -0.0526115811050568 8.25999989990296e-08 0.002
myeloid_wbc_pwy195_pc5 2 2 0.004 0.212 0.006 0.21228756512721 4.58418616547755e-20 0.398
myeloid_wbc_pwy206_pc5 2 2 0.007 -0.282 0.019 -0.281790144296026 5.69573366023506e-20 0.494
myeloid_wbc_pwy212_pc2 3 3 0.002 0.402 0.018 0.402826917903438 3.97291820232038e-67 0.052
myeloid_wbc_pwy238_pc1 2 0 0.701 0.089 0.596 0.00385294002332711 0.861077297239719 0.983
myeloid_wbc_pwy238_pc2 3 3 0.062 -0.22 0.153 -0.245184207807563 1.14662673639599e-66 0.107
myeloid_wbc_pwy238_pc3 8 0 0.27 -0.121 0.262 0.0435181207421417 0.663908295339696 0.657
myeloid_wbc_pwy238_pc4 2 0 0.045 0.285 0.091 0.285921867325925 1.55900142685964e-35 0.337
myeloid_wbc_pwy238_pc5 9 0 0 0.048 0.001 0.0491820352552946 2.3483456324628e-06 0.001
myeloid_wbc_pwy25_pc1 2 0 0.006 0.23 0.018 0.228965002265816 4.36171872097324e-17 0.525
myeloid_wbc_pwy257_pc5 2 2 0.685 -0.114 0.582 -0.021015060248558 0.367888850307096 0.781
myeloid_wbc_pwy258_pc3 2 2 0.133 0.338 0.05 0.47982528975993 1.10675419453111e-54 0.062
myeloid_wbc_pwy259_pc4 2 2 0.086 0.319 0.166 0.307473130180663 1.01415405505309e-17 0.055
myeloid_wbc_pwy261_pc3 3 3 0.232 0.156 0.197 0.0467976439826512 0.0172708524498649 0.766
myeloid_wbc_pwy27_pc3 2 2 0.095 0.238 0.181 0.234189057623456 8.63072660221064e-22 0.454
myeloid_wbc_pwy270_pc2 4 4 0.083 -0.359 0.087 -0.236210671580545 0.208793264215304 0.256
myeloid_wbc_pwy275_pc3 2 2 0.054 0.394 0.103 0.39893306727659 2.28586094177228e-38 0.286
myeloid_wbc_pwy275_pc5 4 0 0.016 -0.23 0.024 -0.237436416582287 1.09039325761541e-05 0.041
myeloid_wbc_pwy279_pc5 3 3 0.194 -0.268 0.206 -0.0118664596858856 0.484818819983711 0.959
myeloid_wbc_pwy282_pc4 2 2 0.078 -0.307 0.171 -0.310622565176006 8.77953056376623e-25 0.457
myeloid_wbc_pwy285_pc1 2 2 0.055 -0.399 0.078 -0.387751538831822 3.05743644428624e-25 0.294
myeloid_wbc_pwy289_pc5 3 3 0.538 0.162 0.5 0.154275925341923 5.52515470197079e-08 0.659
myeloid_wbc_pwy290_pc1 2 2 0.798 -0.131 0.665 -0.0358996725445492 0.343851866068629 0.896
myeloid_wbc_pwy299_pc3 2 2 0.074 -0.419 0.079 -0.469407931494698 7.99350037077116e-55 0.099
myeloid_wbc_pwy311_pc3 2 2 0.911 -0.062 0.817 -0.0689555865951846 0.0964992273697908 0.812
myeloid_wbc_pwy317_pc3 2 2 0.123 0.728 0.229 0.730286864521863 1.27893618828501e-113 0.088
myeloid_wbc_pwy32_pc2 2 2 0.998 0.001 0.997 -0.00935371031449568 0.66868258095638 0.938
myeloid_wbc_pwy320_pc3 8 0 0.001 0.045 0.002 0.0452790299967206 6.51145389594433e-07 0.004
myeloid_wbc_pwy321_pc2 3 0 0.07 0.198 0.159 0.20642360998339 6.67762072727509e-64 0.152
myeloid_wbc_pwy321_pc3 2 0 0.425 -0.118 0.442 -0.145581029307977 2.88378991903052e-47 0.18
myeloid_wbc_pwy321_pc5 9 0 0.001 0.052 0.002 0.0537015062226332 5.78587893939451e-06 0.002
myeloid_wbc_pwy322_pc4 6 0 0.007 0.196 0.018 0.199259867619231 1.89811396466197e-05 0.015
myeloid_wbc_pwy323_pc5 4 0 0.003 -0.318 0.011 -0.301436831525872 8.68077997865396e-16 0.015
myeloid_wbc_pwy324_pc1 2 2 0.956 -0.016 0.898 0.0321234042143411 0.204058430045082 0.851
myeloid_wbc_pwy325_pc2 4 4 0.012 -0.194 0.044 -0.205608566896075 4.75573065826947e-07 0.051
myeloid_wbc_pwy325_pc3 8 0 0.122 0.124 0.139 0.101558188337976 0.191336621005905 0.206
myeloid_wbc_pwy325_pc4 9 0 0.001 0.051 0.002 0.0520048165210526 4.5257264699783e-06 0.002
myeloid_wbc_pwy325_pc5 9 0 0 -0.13 0.002 -0.136279954421025 8.60245957382181e-08 0.002
myeloid_wbc_pwy326_pc2 2 0 0.226 -0.265 0.338 -0.293540833684138 4.80116257359788e-59 0.148
myeloid_wbc_pwy326_pc3 3 3 0.375 0.185 0.26 0.161388734242992 9.17434886630054e-20 0.434
myeloid_wbc_pwy326_pc4 9 0 0.001 -0.046 0.002 -0.0475922470537778 4.41800469336176e-06 0.002
myeloid_wbc_pwy326_pc5 4 0 0.002 -0.267 0.006 -0.291679929087935 2.22236844469161e-21 0.004
myeloid_wbc_pwy327_pc4 3 0 0.034 -0.233 0.027 -0.331215882451016 8.72038014857018e-39 0.162
myeloid_wbc_pwy331_pc2 2 0 0.161 0.324 0.288 0.348354213641738 6.1199912758617e-63 0.138
myeloid_wbc_pwy331_pc4 4 0 0.406 -0.102 0.417 -0.140155959915638 0.216397496860674 0.265
myeloid_wbc_pwy331_pc5 4 0 0.985 -0.004 0.986 0.120729244599381 0.567308444552506 0.59
myeloid_wbc_pwy34_pc2 2 2 0.52 -0.196 0.54 0.0482946718351017 0.105934044733057 0.888
myeloid_wbc_pwy39_pc4 2 2 0.568 0.125 0.571 -0.0117513694787206 0.575884344541376 0.963
myeloid_wbc_pwy39_pc5 2 0 0.114 0.248 0.226 0.240272616091848 6.0024270418389e-44 0.265
myeloid_wbc_pwy50_pc4 2 0 0.02 0.231 0.035 0.232382982633578 1.21684758561805e-18 0.306
myeloid_wbc_pwy60_pc2 2 2 0.049 0.214 0.045 0.22997537348938 7.11504505322145e-19 0.321
myeloid_wbc_pwy61_pc5 2 2 0.793 0.074 0.675 -0.00992395986666106 0.689796972251975 0.95
myeloid_wbc_pwy67_pc5 2 2 0.273 -0.259 0.192 0.00783564877609068 0.750083251323657 0.998
myeloid_wbc_pwy86_pc5 3 3 0.022 0.194 0.035 0.219801683919322 5.79534498983235e-57 0.067
myeloid_wbc_pwy92_pc2 2 2 0.061 -0.212 0.126 -0.206059275220736 1.83814026518875e-17 0.519
myeloid_wbc_pwy93_pc4 3 3 0.94 -0.037 0.933 0.347430688659888 3.34742089568554e-37 0.262
neut_pwy104_pc4 2 2 0.026 -0.187 0.028 -0.189204625016731 1.99962982927304e-19 0.454
neut_pwy107_pc4 2 2 0.174 -0.23 0.229 -0.251870404813388 5.82481007500116e-28 0.322
neut_pwy108_pc5 2 2 0.415 -0.683 0.477 -0.871260967476241 1.16533456078521e-179 0.032
neut_pwy126_pc3 2 2 0.882 0.044 0.808 0.00498397425167587 0.864029912207247 0.957
neut_pwy130_pc1 2 2 0.042 0.375 0.042 0.397200412255804 5.26315502045358e-26 0.247
neut_pwy133_pc3 2 2 0.5 -0.253 0.494 0.0116673855780896 0.770277043973601 0.984
neut_pwy14_pc2 5 5 0.16 0.213 0.152 0.193083498871314 0.0980030055649841 0.175
neut_pwy142_pc2 3 3 0.009 0.403 0.02 0.357632592600144 1.15164389316125e-25 0.391
neut_pwy147_pc2 2 2 0.137 0.379 0.26 0.379544791349393 2.14575891034427e-26 0.385
neut_pwy158_pc4 3 3 0.793 -0.047 0.796 0.0671749247264707 0.00112759243232809 0.714
neut_pwy160_pc1 2 2 0.739 -0.15 0.635 0.0386385332804136 0.396509526297022 0.903
neut_pwy169_pc1 2 2 0.668 0.188 0.593 0.00083977636870634 0.981312703366247 0.999
neut_pwy174_pc4 2 2 0.092 0.25 0.185 0.239599953161491 4.93233495379708e-25 0.366
neut_pwy186_pc1 2 2 0.903 0.044 0.809 0.0282202232054918 0.389097108490494 0.896
neut_pwy193_pc2 4 0 0.769 0.052 0.779 0.0879724383879742 0.585659214077218 0.643
neut_pwy193_pc4 2 0 0.115 0.128 0.172 0.134640537043538 4.81188701588978e-25 0.361
neut_pwy193_pc5 9 0 0.002 -0.061 0 -0.0531087300486394 9.97756980460662e-06 0.001
neut_pwy195_pc5 2 2 0.028 0.229 0.031 0.224557627083966 1.80294760341142e-22 0.363
neut_pwy206_pc5 2 2 0.003 -0.251 0.006 -0.251292060877959 2.40889208731824e-16 0.536
neut_pwy212_pc2 3 3 0.003 0.332 0.01 0.332271090939131 1.10828379994532e-46 0.107
neut_pwy22_pc1 2 2 0.12 0.109 0.056 0.10837544818481 1.11364463899008e-42 0.232
neut_pwy221_pc3 2 2 0.135 -0.307 0.104 -0.401755418459358 1.38899962681042e-30 0.238
neut_pwy238_pc3 9 0 0.18 -0.126 0.179 0.026462556039874 0.761728870727221 0.779
neut_pwy238_pc4 6 0 0 0.214 0 0.216514988783104 1.65631692103835e-61 0
neut_pwy238_pc5 9 0 0.002 0.054 0 0.0478720219426235 2.38384293517457e-06 0
neut_pwy245_pc4 2 2 0.785 -0.039 0.803 -0.0546595440355449 1.10566675790421e-05 0.832
neut_pwy257_pc5 2 2 0.702 -0.115 0.584 -0.0153678153919197 0.508032221401319 0.824
neut_pwy258_pc3 3 3 0.022 0.351 0.022 0.481060365021482 3.88391707576308e-72 0.064
neut_pwy261_pc3 3 3 0.232 0.159 0.212 0.0365740902072928 0.0615060808040099 0.855
neut_pwy27_pc3 2 2 0.06 0.242 0.125 0.239120976856774 1.01544013165026e-21 0.451
neut_pwy270_pc2 2 2 0.002 -0.456 0.002 -0.45439342839056 1.71311872236825e-27 0.261
neut_pwy275_pc3 6 6 0.063 0.252 0.079 0.248418142530259 0.0577673794861705 0.143
neut_pwy275_pc5 3 0 0.01 -0.262 0.028 -0.274685117755096 1.05674788820168e-88 0.104
neut_pwy279_pc5 2 2 0.415 -0.26 0.428 0.0403557378567993 0.0335939367243198 0.979
neut_pwy285_pc1 2 2 0.007 -0.344 0.008 -0.345554528561055 1.45620911696356e-20 0.348
neut_pwy290_pc1 2 2 0.802 -0.123 0.667 -0.0319664605237437 0.400420932445958 0.914
neut_pwy299_pc3 2 2 0.056 -0.369 0.066 -0.402352218464013 3.56648017680151e-41 0.164
neut_pwy30_pc2 2 2 0.256 -0.366 0.381 -0.32746971412409 3.77400545998949e-52 0.095
neut_pwy302_pc2 3 3 0.693 -0.146 0.665 -0.177552338449194 7.18740908956845e-08 0.561
neut_pwy320_pc3 9 0 0.003 0.052 0.001 0.0455011667675947 3.74171781360447e-05 0.002
neut_pwy321_pc2 3 0 0.042 0.204 0.082 0.225371931872168 4.85010571574101e-63 0.113
neut_pwy321_pc3 2 0 0.418 -0.11 0.411 -0.13531524131007 1.83481326701614e-41 0.198
neut_pwy321_pc5 9 0 0.002 0.06 0 0.0525901913089188 4.38826392706146e-06 0.001
neut_pwy322_pc4 5 0 0.015 0.19 0.022 0.186352468519721 5.08156347896526e-05 0.018
neut_pwy323_pc3 3 0 0.065 0.256 0.116 0.274051634107074 5.49188369153843e-60 0.177
neut_pwy323_pc4 2 2 0.091 0.146 0.183 0.14714535166076 1.14246078417806e-19 0.516
neut_pwy323_pc5 4 0 0.002 -0.258 0.012 -0.252236470007285 1.62584324255364e-19 0.014
neut_pwy325_pc2 2 0 0.23 -0.217 0.341 -0.239416045510443 7.69477385498897e-54 0.166
neut_pwy325_pc3 8 0 0.047 0.135 0.036 0.123816269567507 0.0395154981835785 0.058
neut_pwy325_pc4 9 0 0.002 0.058 0 0.0507640668685678 4.11394913694905e-06 0.001
neut_pwy325_pc5 8 0 0.003 -0.131 0 -0.134285649413815 2.82824044669323e-05 0
neut_pwy326_pc4 9 0 0.002 -0.052 0 -0.0461590343409736 5.30306222490063e-06 0.001
neut_pwy326_pc5 4 4 0.205 -0.204 0.17 -0.192979231416255 0.134300237069127 0.19
neut_pwy331_pc4 4 0 0.406 -0.095 0.411 -0.129781103362035 0.216132700356839 0.272
neut_pwy331_pc5 2 0 0.819 -0.06 0.727 0.0519222119409232 0.0266592895527683 0.814
neut_pwy50_pc4 2 2 0.647 0.129 0.588 0.0513007378836752 0.0535733148163496 0.785
neut_pwy86_pc3 2 2 0.98 0.011 0.978 -0.207504395714316 9.76082429488539e-23 0.322
neut_pwy93_pc4 2 2 0.603 0.647 0.518 0.631343606607179 4.54464807983411e-83 0.151
