factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
mcv_pwy150_pc2 2 2 0.127 0.091 0.961 0.256
mcv_pwy151_pc3 2 2 0.93 0.011 0.012 0.842
mcv_pwy165_pc5 2 2 0.022 -0.043 0.999 0.045
mcv_pwy172_pc1 2 2 0.852 0.011 0.053 0.72
mcv_pwy181_pc2 2 2 0.097 0.082 0.977 0.114
mcv_pwy181_pc3 2 2 0.993 0.001 0 0.987
mcv_pwy191_pc2 2 2 0.051 0.09 0.994 0.104
mcv_pwy204_pc2 2 2 0.928 0.012 0.013 0.849
mcv_pwy210_pc2 2 2 0.945 0.011 0.008 0.87
mcv_pwy217_pc3 2 2 0.062 -0.158 0.99 0.139
mcv_pwy226_pc5 2 1 0.072 -0.112 0.987 0.149
mcv_pwy227_pc4 2 2 0.903 -0.008 0.023 0.806
mcv_pwy240_pc3 2 2 0.848 0.024 0.056 0.716
mcv_pwy246_pc3 2 1 0.007 0.16 1 0.018
mcv_pwy262_pc1 2 2 0.23 -0.131 0.876 0.369
mcv_pwy268_pc3 2 2 0.779 0.029 0.116 0.607
mcv_pwy283_pc2 2 2 0.17 0.067 0.931 0.318
mcv_pwy284_pc2 2 2 0.91 -0.007 0.02 0.795
mcv_pwy285_pc3 3 3 0.817 0.014 0.033 0.855
mcv_pwy287_pc3 2 2 0.057 0.086 0.992 0.122
mcv_pwy28_pc2 2 2 0.015 -0.14 0.999 0.036
mcv_pwy291_pc5 2 2 0.072 -0.046 0.987 0.162
mcv_pwy293_pc5 3 3 0.002 0.035 0.996 0.002
mcv_pwy300_pc2 2 2 0.696 0.022 0.211 0.671
mcv_pwy319_pc3 2 2 0.329 -0.031 0.755 0.29
mcv_pwy320_pc3 2 2 0.331 -0.2 0.753 0.481
mcv_pwy326_pc4 2 2 0.235 -0.035 0.87 0.283
mcv_pwy36_pc2 2 2 0.132 -0.137 0.958 0.243
mcv_pwy40_pc5 4 4 0.042 0.086 0.794 0.096
mcv_pwy54_pc2 2 2 0.09 -0.086 0.98 0.205
mcv_pwy66_pc1 3 3 0.722 0.027 0.077 0.695
mcv_pwy79_pc2 2 2 0.673 -0.04 0.241 0.63
mcv_pwy82_pc3 3 3 0.963 -0.007 0.001 0.975
mcv_pwy86_pc1 2 2 0.808 -0.053 0.088 0.655
mcv_pwy88_pc4 2 2 0.024 -0.123 0.999 0.033
mcv_pwy91_pc3 2 2 0.911 0.018 0.02 0.797
mcv_pwy97_pc5 2 2 0.797 0.017 0.098 0.698
mcv_pwy98_pc4 2 2 0.189 0.095 0.914 0.271
mono_pwy104_pc1 2 2 0.975 -0.004 0.002 0.946
mono_pwy105_pc2 2 2 0.959 0.01 0.004 0.919
mono_pwy11_pc4 2 2 0.729 -0.05 0.17 0.599
mono_pwy143_pc1 2 2 0.618 0.039 0.319 0.602
mono_pwy148_pc3 2 2 0.041 -0.08 0.996 0.076
mono_pwy14_pc3 2 2 0.051 -0.096 0.994 0.083
mono_pwy159_pc2 2 2 0.132 -0.142 0.958 0.241
mono_pwy175_pc5 3 3 0.79 0.051 0.044 0.807
mono_pwy185_pc5 2 2 0.885 0.017 0.032 0.819
mono_pwy195_pc1 2 2 0.027 0.099 0.998 0.055
mono_pwy198_pc2 2 2 0.896 -0.022 0.027 0.814
mono_pwy212_pc2 2 2 0.212 0.116 0.893 0.342
mono_pwy228_pc1 2 2 0.014 0.086 1 0.029
mono_pwy267_pc3 2 2 0.034 -0.123 0.997 0.067
mono_pwy304_pc1 2 2 0.655 -0.054 0.266 0.602
mono_pwy310_pc1 2 2 0.618 -0.048 0.319 0.602
mono_pwy36_pc3 2 2 0.647 -0.063 0.277 0.561
mono_pwy47_pc5 2 2 0.259 -0.078 0.844 0.379
mono_pwy49_pc1 2 2 1 0 0 1
mono_pwy50_pc3 2 2 0.767 -0.066 0.128 0.617
mono_pwy51_pc2 2 2 0.362 -0.253 0.71 0.41
mono_pwy57_pc4 2 2 0.947 -0.009 0.007 0.918
mono_pwy60_pc1 2 2 0.017 -0.108 0.999 0.032
mono_pwy77_pc3 2 2 0.073 -0.148 0.987 0.143
mpv_pwy100_pc1 2 2 0.043 0.104 0.996 0.078
mpv_pwy1_pc2 2 2 0.971 0.003 0.002 0.924
mpv_pwy232_pc2 2 2 0.643 0.113 0.282 0.525
mpv_pwy298_pc2 2 2 0.658 -0.048 0.262 0.605
mpv_pwy30_pc4 2 2 0.14 -0.15 0.953 0.265
mpv_pwy88_pc1 2 2 0.143 -0.2 0.95 0.15
myeloid_wbc_pwy105_pc2 3 3 0.575 -0.066 0.181 0.483
myeloid_wbc_pwy12_pc4 2 2 0.91 -0.016 0.02 0.756
myeloid_wbc_pwy144_pc1 2 1 0.717 -0.062 0.185 0.528
