factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting pval_in_resampling IVW_estimate IVW_pval IVW_resampling_pval
TC_pwy260_peer5 3 3 0.972 -0.024 0.976 0.437730773423827 5.12631463443333e-23 0.448
TC_pwy272_peer3 2 2 0.291 0.927 0.25 -0.210214646166882 0.00019579432510047 0.995
TC_pwy272_peer5 2 2 0.076 -0.502 0.112 -0.522847969901903 4.36677353625976e-32 0.344
TC_pwy278_peer3 2 2 0.226 -1.034 0.38 -1.02302802810082 2.96715706745455e-85 0.213
TC_pwy281_peer3 3 3 0.011 0.4 0.029 0.418543040329173 1.82190172295803e-42 0.33
TC_pwy297_peer2 5 5 0.915 0.029 0.919 0.100387970508565 0.691535191913459 0.719
TC_pwy308_peer4 2 2 0.015 0.673 0.013 0.693257852307651 3.28687329641426e-22 0.285
TC_pwy309_peer1 2 2 0.879 0.343 0.812 0.0270369702293747 0.860401359069516 0.99
TC_pwy310_peer1 3 3 0.039 -7.859 0.1 -7.99003085846987 1.5121279198054e-53 0.318
TC_pwy313_peer4 2 2 0.633 -0.622 0.543 -0.232611632711623 0.00437467201746631 0.766
TC_pwy31_peer5 2 2 0.645 0.346 0.579 0.00519609526209999 0.91138732414871 0.995
TC_pwy322_peer4 2 2 0.627 -0.33 0.601 -0.0951250462183597 0.187229244277738 0.789
TC_pwy323_peer3 2 2 0.118 0.495 0.184 0.518158618989086 6.47520206534768e-28 0.417
TC_pwy45_peer5 3 3 0.587 0.174 0.558 0.122478131574712 0.00106797929274129 0.846
TC_pwy49_peer3 2 2 0.707 -0.401 0.598 -0.29238791613066 9.12460136771245e-08 0.657
TC_pwy50_peer3 2 2 0.139 0.89 0.191 0.705026341058772 9.99224880997096e-30 0.323
TC_pwy57_peer2 2 2 0.707 0.652 0.598 0.513222683267381 1.06460447246646e-09 0.662
TC_pwy74_peer1 4 4 0.55 0.411 0.562 0.69513334991256 0.271231791540576 0.352
TC_pwy79_peer4 2 2 0.077 -1.416 0.058 -1.26582899464751 4.98446382437037e-99 0.01
TC_pwy84_peer2 2 2 0.997 -0.003 0.995 0.0266684372897097 0.635634315184067 0.96
TC_pwy85_peer4 2 2 0.328 0.158 0.41 0.13523065824852 2.49127123186984e-23 0.307
TC_pwy87_peer3 2 2 0.714 -0.224 0.589 -0.212231029457306 1.98409246983097e-10 0.657
TG_pwy112_peer3 2 2 0.758 -0.269 0.702 -0.0824101264922046 0.282838256416925 0.917
TG_pwy115_peer5 2 2 0.022 -1.248 0.043 -1.25425298823984 8.1437851674362e-53 0.36
TG_pwy133_peer3 2 2 0.932 -0.15 0.901 -0.341183616001298 8.78544600039628e-05 0.758
TG_pwy140_peer2 2 2 0.892 0.247 0.87 -0.461710580009073 0.00227839696456415 0.791
