factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
gran_pwy111_pc4 2 2 0.723 -0.022 0.178 0.572
gran_pwy120_pc1 2 2 0.054 0.08 0.993 0.151
gran_pwy12_pc4 2 2 0.902 -0.016 0.024 0.748
gran_pwy132_pc3 2 2 0.768 -0.069 0.127 0.58
gran_pwy139_pc4 2 2 0.293 -0.078 0.802 0.466
gran_pwy154_pc3 2 2 0.976 0.003 0.001 0.92
gran_pwy158_pc1 2 2 0.055 0.068 0.992 0.109
gran_pwy199_pc1 2 2 0.914 -0.013 0.018 0.776
gran_pwy205_pc1 2 2 0.792 0.035 0.103 0.606
gran_pwy291_pc2 2 2 0.118 -0.061 0.966 0.31
gran_pwy299_pc4 2 2 0.092 0.053 0.979 0.193
gran_pwy309_pc2 2 2 0.984 0.002 0.001 0.937
gran_pwy49_pc4 3 3 0.015 0.087 0.969 0.084
gran_pwy65_pc2 2 2 0.895 -0.011 0.027 0.787
gran_pwy77_pc1 2 2 0.043 -0.127 0.995 0.138
hct_pwy109_pc3 2 2 0.045 -0.107 0.995 0.099
hct_pwy121_pc2 2 2 0.828 0.022 0.071 0.671
hct_pwy13_pc1 2 2 0.997 -0.001 0 0.993
hct_pwy170_pc2 2 2 0.052 0.077 0.993 0.173
hct_pwy172_pc5 3 3 0.774 0.025 0.051 0.833
hct_pwy182_pc1 2 2 0.057 -0.033 0.992 0.119
hct_pwy217_pc3 2 2 0.037 -0.085 0.997 0.145
hct_pwy229_pc2 2 2 0.025 -0.095 0.998 0.049
hct_pwy246_pc5 2 2 0.199 -0.105 0.905 0.4
hct_pwy261_pc3 2 2 0.036 0.101 0.997 0.138
hct_pwy27_pc5 2 2 0.589 0.101 0.362 0.511
hct_pwy300_pc1 2 2 0.964 -0.007 0.003 0.935
hct_pwy308_pc3 2 2 0.813 -0.028 0.083 0.593
hct_pwy4_pc4 2 2 0.002 0.07 1 0.017
hgb_pwy172_pc5 2 2 0.987 -0.002 0 0.969
hgb_pwy174_pc1 2 2 0.729 0.016 0.17 0.555
hgb_pwy182_pc1 2 2 0.077 -0.034 0.985 0.243
hgb_pwy201_pc2 2 2 0.005 -0.081 1 0.003
hgb_pwy217_pc3 2 2 0.012 -0.078 1 0.042
hgb_pwy229_pc2 2 2 0.051 -0.094 0.994 0.132
hgb_pwy230_pc1 2 2 0.084 -0.092 0.983 0.224
hgb_pwy247_pc4 3 3 0.035 -0.102 0.932 0.154
hgb_pwy278_pc3 3 3 0.498 -0.042 0.252 0.391
hgb_pwy27_pc5 2 2 0.589 0.094 0.361 0.508
