factors	hsq	SE	zscore	pval	qvalues
pwy187_pc3	0.231634	0.694393	0.3335776714339	0.738698269673143	0.999999225989033
pwy187_pc4	0.784055	0.702562	1.11599403326681	0.264424688664459	0.774692871654794
pwy187_pc5	1e-06	0.706119	1.4161918883361e-06	0.999998870042357	0.999999225989033
pwy188_pc1	0.444017	0.662521	0.670193095766021	0.50273470456978	0.999999225989033
pwy188_pc2	0.016431	0.912575	0.0180050954716051	0.985634788472288	0.999999225989033
pwy188_pc3	1e-06	0.82688	1.2093653250774e-06	0.999999035066079	0.999999225989033
pwy188_pc4	0.999999	0.70454	1.41936440798251	0.155792803366441	0.726367484530263
pwy188_pc5	0.440248	0.72663	0.605876443306772	0.544596803163152	0.999999225989033
pwy189_pc1	0.306794	0.68591	0.447280255427097	0.654672721214528	0.999999225989033
pwy189_pc2	0.999999	0.788695	1.26791598780264	0.204827954000015	0.728775171124779
pwy189_pc3	1e-06	0.824886	1.21228872838186e-06	0.99999903273354	0.999999225989033
pwy189_pc4	0.999999	0.574967	1.73922851224505	0.0819945760964901	0.726367484530263
pwy189_pc5	0.676988	0.694836	0.97431336315332	0.329900971559351	0.842102009035329
pwy19_pc1	0.219454	0.688756	0.318623721608233	0.750011863043619	0.999999225989033
pwy190_pc1	0.484647	0.711403	0.681255209775612	0.495710019183681	0.999999225989033
pwy190_pc2	1e-06	0.88289	1.1326439307275e-06	0.999999096280895	0.999999225989033
pwy190_pc3	0.545017	0.806821	0.675511668635298	0.499350740419092	0.999999225989033
pwy190_pc4	0.853893	0.616787	1.38442120213299	0.166229520563684	0.726367484530263
pwy190_pc5	0.047795	0.862279	0.0554286953526643	0.955796935386645	0.999999225989033
pwy191_pc1	0.532129	0.685536	0.776223276385193	0.437617164936442	0.942470874419411
pwy191_pc2	1e-06	0.838213	1.19301418613169e-06	0.9999990481124	0.999999225989033
pwy191_pc3	0.030168	0.770594	0.0391490201065671	0.968771578508138	0.999999225989033
pwy191_pc4	0.999999	0.66592	1.50168038202787	0.133179672776557	0.726367484530263
pwy191_pc5	1e-06	0.846335	1.1815652194462e-06	0.999999057247354	0.999999225989033
pwy192_pc1	0.479219	0.65333	0.733502211745978	0.463252179356834	0.971932959528015
pwy192_pc2	0.51354	0.764886	0.671394168542763	0.501969458851318	0.999999225989033
pwy192_pc3	0.790561	0.717751	1.10144186493645	0.270704393216146	0.780435005974209
pwy192_pc4	0.999999	0.707018	1.41438973265179	0.157247503053104	0.726367484530263
pwy192_pc5	0.769214	0.657252	1.17034866383062	0.241860685690982	0.760668230045526
pwy193_pc1	0.999999	0.715078	1.39844744209723	0.161978745038684	0.726367484530263
pwy193_pc2	1e-06	0.725166	1.37899460261513e-06	0.999998899721497	0.999999225989033
pwy193_pc3	0.999999	0.549963	1.81830232215622	0.0690179380813914	0.726367484530263
pwy193_pc4	0.999999	0.580013	1.72409756333048	0.0846902319066152	0.726367484530263
pwy193_pc5	0.448532	0.591379	0.758451010265836	0.448181030295265	0.956354796929266
pwy194_pc1	0.999999	0.57752	1.7315400332456	0.0833554911260484	0.726367484530263
pwy194_pc2	1e-06	0.836205	1.19587900096268e-06	0.999999045826609	0.999999225989033
pwy194_pc3	0.214382	0.692468	0.309591201326271	0.756871848105246	0.999999225989033
pwy194_pc4	1e-06	0.751187	1.33122644561208e-06	0.999998937834972	0.999999225989033
pwy194_pc5	0.999999	0.669271	1.49416155787416	0.135133397615167	0.726367484530263
pwy195_pc1	0.753646	0.579766	1.29991410327615	0.193630410816221	0.728372235995181
pwy195_pc2	0.726628	0.62286	1.16659923578332	0.243372252119924	0.762708708862757
pwy195_pc3	1e-06	0.67251	1.4869667365541e-06	0.999998813572198	0.999999225989033
pwy195_pc4	1e-06	0.891652	1.12151377443218e-06	0.999999105161475	0.999999225989033
pwy195_pc5	0.999999	0.565623	1.76796028450045	0.0770675434026723	0.726367484530263
pwy196_pc1	0.829135	0.682407	1.21501537938503	0.224360225723189	0.743134636483971
pwy196_pc2	0.28757	0.701269	0.410070885779922	0.681753949091907	0.999999225989033
pwy196_pc3	0.237483	0.65677	0.361592338261492	0.717656690978841	0.999999225989033
pwy196_pc4	0.999999	0.924586	1.08156407300132	0.27944627573526	0.790225468427015
pwy196_pc5	0.142791	0.518875	0.275193447362081	0.78316762094157	0.999999225989033
pwy197_pc1	0.681576	0.569698	1.19638124058712	0.231547818553995	0.746740711953242
pwy197_pc2	0.197179	0.779829	0.252849022029188	0.800384884100569	0.999999225989033
